canonical_url,alternate_url,canonical_status,alternate_status,redirect_target,canonical_tag,title,h1,content_hash,alternate_content_hash,issue,action
﻿https://zhongsai-steelstructure.com/en/,://﻿https://zhongsai-steelstructure.com/en,ERROR,ERROR,,,,,,,slash版本状态=ERROR; non-slash版本状态=ERROR,FIX
https://zhongsai-steelstructure.com/en/products/,https://zhongsai-steelstructure.com/en/products,200,308,/en/products/,https://zhongsai-steelstructure.com/en/products/,"Steel Structure Solutions by Application | Industrial, Warehouse, Agriculture, Commercial | ZhongSai",Steel Structure Solutionsby Building Application,e3527b2f1df0,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/products/custom-engineering/,https://zhongsai-steelstructure.com/en/products/custom-engineering,200,308,/en/products/custom-engineering/,https://zhongsai-steelstructure.com/en/products/custom-engineering/,Structural Steel Fabrication in China | Custom Fabrication | ZhongSai,Structural Steel Fabrication in China for Overseas Projects,dc2b434fa267,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/components/,https://zhongsai-steelstructure.com/en/components,200,308,/en/components/,https://zhongsai-steelstructure.com/en/components/,"Steel Components &amp; Cladding Systems | Beams, Columns, Trusses, Purlins | ZhongSai",Custom Steel Components &Cladding Systems to Drawings,274d391481c4,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/components/fabricated-steel-beams-columns/,https://zhongsai-steelstructure.com/en/components/fabricated-steel-beams-columns,200,308,/en/components/fabricated-steel-beams-columns/,https://zhongsai-steelstructure.com/en/components/fabricated-steel-beams-columns/,Fabricated Steel Beams &amp; Columns | Custom Steel Fabrication | ZhongSai,Fabricated Steel Beams & Columns to Project Drawings,f3de3d313b0b,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/components/roof-wall-cladding-systems/,https://zhongsai-steelstructure.com/en/components/roof-wall-cladding-systems,200,308,/en/components/roof-wall-cladding-systems/,https://zhongsai-steelstructure.com/en/components/roof-wall-cladding-systems/,Steel Roof &amp; Wall Cladding Systems | ZhongSai,Steel Roof & Wall Cladding Systems for Steel Buildings,65166d3f866c,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/components/steel-trusses/,https://zhongsai-steelstructure.com/en/components/steel-trusses,200,308,/en/components/steel-trusses/,https://zhongsai-steelstructure.com/en/components/steel-trusses/,"Steel Trusses | Roof Trusses, Pipe Trusses &amp; Transfer Trusses Fabricated to Drawings | ZhongSai",Custom Steel TrussesFabricated to Drawings,5a46678eb765,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/components/steel-purlins/,https://zhongsai-steelstructure.com/en/components/steel-purlins,200,308,/en/components/steel-purlins/,https://zhongsai-steelstructure.com/en/components/steel-purlins/,Steel Purlins | C Purlins &amp; Z Purlins Cold-Formed for Roof and Wall | ZhongSai,C Purlins & Z PurlinsCold-Formed to Project Specs,d1def2f1ac8a,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/manufacturing-quality/,https://zhongsai-steelstructure.com/en/manufacturing-quality,200,308,/en/manufacturing-quality/,https://zhongsai-steelstructure.com/en/manufacturing-quality/,Steel Structure Manufacturing &amp; Quality Control | ZhongSai,Steel Structure Manufacturing& Quality Control,0a0f581cd2f2,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/steel-workshop/,https://zhongsai-steelstructure.com/en/steel-workshop,200,308,/en/steel-workshop/,https://zhongsai-steelstructure.com/en/steel-workshop/,Steel Structure Workshop | Industrial Factory Building | ZhongSai,Steel Structure Workshop for Industrial Manufacturing Projects,15e7c085a417,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/steel-warehouse/,https://zhongsai-steelstructure.com/en/steel-warehouse,200,308,/en/steel-warehouse/,https://zhongsai-steelstructure.com/en/steel-warehouse/,Steel Structure Warehouse | Prefabricated Warehouse Building | ZhongSai,Steel Structure Warehouse & Logistics Building,3ef624272ea4,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/steel-mining-factory/,https://zhongsai-steelstructure.com/en/steel-mining-factory,200,308,/en/steel-mining-factory/,https://zhongsai-steelstructure.com/en/steel-mining-factory/,Steel Structures for Mining &amp; Heavy Industrial Projects | ZhongSai,Steel Structures for Mining & Heavy Industrial Applications,3f97864b93e9,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/services/structural-steel-detailing/,https://zhongsai-steelstructure.com/en/services/structural-steel-detailing,200,308,/en/services/structural-steel-detailing/,https://zhongsai-steelstructure.com/en/services/structural-steel-detailing/,Structural Steel Detailing Services | Shop &amp; Fabrication Drawings | ZhongSai,Structural Steel Detailing Services for Fabrication,c7bf13db8e01,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/engineering-design/,https://zhongsai-steelstructure.com/en/engineering-design,200,308,/en/engineering-design/,https://zhongsai-steelstructure.com/en/engineering-design/,Steel Building Design Services | Engineering for Fabrication | ZhongSai,Steel Building Design Services for Fabrication & Export Projects,45dfe6140f6b,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/about/,https://zhongsai-steelstructure.com/en/about,200,308,/en/about/,https://zhongsai-steelstructure.com/en/about/,About ZhongSai Steel Structure | Steel Structure Manufacturing &amp; Export,Steel Structure Manufacturing for Overseas Projects,dc3776708ca5,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/contact/,https://zhongsai-steelstructure.com/en/contact,200,308,/en/contact/,https://zhongsai-steelstructure.com/en/contact/,Contact ZhongSai Steel Structure | Project Inquiry &amp; Quote,Send Your Steel Structure Project Requirements,177cd42e4c04,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/export-delivery/,https://zhongsai-steelstructure.com/en/export-delivery,200,308,/en/export-delivery/,https://zhongsai-steelstructure.com/en/export-delivery/,"Steel Structure Export from China | Packing, Loading &amp; Delivery Support",Steel Structure Export Supply from China,ea3d6d320051,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/privacy/,https://zhongsai-steelstructure.com/en/privacy,200,308,/en/privacy/,https://zhongsai-steelstructure.com/en/privacy/,Privacy Policy | ZhongSai Steel Structure,Privacy Policy,2f834b5bf0be,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/terms/,https://zhongsai-steelstructure.com/en/terms,200,308,/en/terms/,https://zhongsai-steelstructure.com/en/terms/,Terms of Use | ZhongSai Steel Structure,Terms of Use,5c4263b690a0,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/,https://zhongsai-steelstructure.com/en/projects,200,308,/en/projects/,https://zhongsai-steelstructure.com/en/projects/,Selected Steel Structure Projects | ZhongSai Manufacturing References,Selected Steel Structure Projects,794116340221,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/zhanjiang-logistics-port/,https://zhongsai-steelstructure.com/en/projects/zhanjiang-logistics-port,200,308,/en/projects/zhanjiang-logistics-port/,https://zhongsai-steelstructure.com/en/projects/zhanjiang-logistics-port/,Shenzhen International Zhanjiang Comprehensive Logistics Port Project | ZhongSai Steel Structure Pro,Shenzhen International Zhanjiang Comprehensive Logistics Port Project,98b5d7ca7a5d,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/dongguan-huarun-center/,https://zhongsai-steelstructure.com/en/projects/dongguan-huarun-center,200,308,/en/projects/dongguan-huarun-center/,https://zhongsai-steelstructure.com/en/projects/dongguan-huarun-center/,Dongguan Huarun Land Center Commercial &amp; Residential Building Project | ZhongSai Steel Structure,Dongguan Huarun Land Center Commercial &amp; Residential Building Project,d954c226ddb5,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/xiegang-aviation-manufacturing/,https://zhongsai-steelstructure.com/en/projects/xiegang-aviation-manufacturing,200,308,/en/projects/xiegang-aviation-manufacturing/,https://zhongsai-steelstructure.com/en/projects/xiegang-aviation-manufacturing/,Shanghai Baoye Xiegang General Aviation Manufacturing &amp; Supply Chain Project | ZhongSai Steel St,Shanghai Baoye Xiegang General Aviation Manufacturing &amp; Supply Chain Project,25ac957b1135,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/guangzhou-high-end-equipment-base/,https://zhongsai-steelstructure.com/en/projects/guangzhou-high-end-equipment-base,200,308,/en/projects/guangzhou-high-end-equipment-base/,https://zhongsai-steelstructure.com/en/projects/guangzhou-high-end-equipment-base/,Guangzhou Gongkong Greater Bay Area Modern High-End Equipment R&amp;D and Production Base | ZhongSai,Guangzhou Gongkong Greater Bay Area Modern High-End Equipment R&amp;D and Produc,b4792862ffe5,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/shantou-luxshare-electronics-center/,https://zhongsai-steelstructure.com/en/projects/shantou-luxshare-electronics-center,200,308,/en/projects/shantou-luxshare-electronics-center/,https://zhongsai-steelstructure.com/en/projects/shantou-luxshare-electronics-center/,Shantou Luxshare Precision Global Electronic Information Industry Center Project | ZhongSai Steel St,Shantou Luxshare Precision Global Electronic Information Industry Center Project,0bcbe1976c80,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/futian-bonded-zone-customs/,https://zhongsai-steelstructure.com/en/projects/futian-bonded-zone-customs,200,308,/en/projects/futian-bonded-zone-customs/,https://zhongsai-steelstructure.com/en/projects/futian-bonded-zone-customs/,Shenzhen Futian Bonded Zone Customs Infrastructure Upgrade and Renovation Project | ZhongSai Steel S,Shenzhen Futian Bonded Zone Customs Infrastructure Upgrade and Renovation Projec,1b844be737f5,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/qianhai-dreamfactory/,https://zhongsai-steelstructure.com/en/projects/qianhai-dreamfactory,200,308,/en/projects/qianhai-dreamfactory/,https://zhongsai-steelstructure.com/en/projects/qianhai-dreamfactory/,Shenzhen Qianhai Shenzhen-Hong Kong Youth Dream Factory Project | ZhongSai Steel Structure Projects,Shenzhen Qianhai Shenzhen-Hong Kong Youth Dream Factory Project,b01118e646bd,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/cnpc-cracking-furnace/,https://zhongsai-steelstructure.com/en/projects/cnpc-cracking-furnace,200,308,/en/projects/cnpc-cracking-furnace/,https://zhongsai-steelstructure.com/en/projects/cnpc-cracking-furnace/,CNPC Sixth Construction Cracking Furnace Project | ZhongSai Steel Structure Projects,CNPC Sixth Construction Cracking Furnace Project,46f1f570ceef,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/cnpc-liquid-furnace/,https://zhongsai-steelstructure.com/en/projects/cnpc-liquid-furnace,200,308,/en/projects/cnpc-liquid-furnace/,https://zhongsai-steelstructure.com/en/projects/cnpc-liquid-furnace/,CNPC Sixth Construction Liquid Furnace Project | ZhongSai Steel Structure Projects,CNPC Sixth Construction Liquid Furnace Project,d9903b30df35,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/yixian-biotech-manufacturing/,https://zhongsai-steelstructure.com/en/projects/yixian-biotech-manufacturing,200,308,/en/projects/yixian-biotech-manufacturing/,https://zhongsai-steelstructure.com/en/projects/yixian-biotech-manufacturing/,Guangdong Yixian Biotechnology High-End Manufacturing Plant Project | ZhongSai Steel Structure Proje,Guangdong Yixian Biotechnology High-End Manufacturing Plant Project,a748f9dd8b9e,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/luohu-mixc-skybridge/,https://zhongsai-steelstructure.com/en/projects/luohu-mixc-skybridge,200,308,/en/projects/luohu-mixc-skybridge/,https://zhongsai-steelstructure.com/en/projects/luohu-mixc-skybridge/,Shenzhen Luohu Mixc Commercial Center Skybridge Project | ZhongSai Steel Structure Projects,Shenzhen Luohu Mixc Commercial Center Skybridge Project,ce45fa57bce5,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/cnooc-pr6-pipe-rack/,https://zhongsai-steelstructure.com/en/projects/cnooc-pr6-pipe-rack,200,308,/en/projects/cnooc-pr6-pipe-rack/,https://zhongsai-steelstructure.com/en/projects/cnooc-pr6-pipe-rack/,CNOOC PR6 Pipe Rack 4-SS2 Frame Project | ZhongSai Steel Structure Projects,CNOOC PR6 Pipe Rack 4-SS2 Frame Project,0ac55350a558,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/singapore-cr101-depot/,https://zhongsai-steelstructure.com/en/projects/singapore-cr101-depot,200,308,/en/projects/singapore-cr101-depot/,https://zhongsai-steelstructure.com/en/projects/singapore-cr101-depot/,Singapore LTA CR101 MRT Depot | ZhongSai Steel Structure Projects,Singapore LTA CR101 MRT Depot,7ed8da570215,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/singapore-j102-mrt-station/,https://zhongsai-steelstructure.com/en/projects/singapore-j102-mrt-station,200,308,/en/projects/singapore-j102-mrt-station/,https://zhongsai-steelstructure.com/en/projects/singapore-j102-mrt-station/,Singapore LTA J102 MRT Station | ZhongSai Steel Structure Projects,Singapore LTA J102 MRT Station,73ef8e5b5c69,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/singapore-j107-mrt-station/,https://zhongsai-steelstructure.com/en/projects/singapore-j107-mrt-station,200,308,/en/projects/singapore-j107-mrt-station/,https://zhongsai-steelstructure.com/en/projects/singapore-j107-mrt-station/,Singapore LTA J107 MRT Station | ZhongSai Steel Structure Projects,Singapore LTA J107 MRT Station,33074dd0f897,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/macau-londoner/,https://zhongsai-steelstructure.com/en/projects/macau-londoner,200,308,/en/projects/macau-londoner/,https://zhongsai-steelstructure.com/en/projects/macau-londoner/,Macau Londoner Project | ZhongSai Steel Structure Projects,Macau Londoner Project,ef3a07a4216b,,non-slash版本状态=308,REVIEW
